PAUSED	暂停	menu_paused
Cause: Ingesting $0 and more.	原因：摄取$0等。	ingestion_status_caused_by_many
Cause: Overeating	原因：吃撑	ingestion_status_caused_by_overingestion
Confused	混乱	status_confusion
You feel confused.	你感觉一片混乱。	statusdesc_confusion
Greased lightning.	风驰电掣。	status_movement_faster
You feel extremely fast.	你觉得自己速度极快。	statusdesc_movement_faster
Worm food	虫食	status_worm_attractor
You feel like you're future worm food.	你感觉自己将成为蠕虫的盘中餐。	statusdesc_worm_attractor
Protection from all	绝对防御	status_protection_all
You feel strange strength in your body.	你感到体内喷涌出一股神奇的力量。	statusdesc_protection_all
Mana regeneration	法力再生	status_mana_regeneration
You gain mana back faster.	你的法力回复更快了。	statusdesc_mana_regeneration
Internal fire 	内火	status_internal_fire
You're burning inside.	你由内而外开始燃烧。	statusdesc_internal_fire
Ancient venom poisoning	古代毒药	status_cryptpoison
You lose health until you locate a rare antidote.	你不断失去生命值，必须找到稀有的解毒剂。	statusdesc_cryptpoison
Minimally satiated	勉强温饱	status_satiated00
Your stomach is almost empty.	你腹中几乎空荡荡。	statusdesc_satiated00
Satiated	吃饱喝足	status_satiated01
You can still fit more in your stomach.	肚子里还能塞点东西。	statusdesc_satiated01
Fully satiated	完全吃饱	status_satiated02
You're feeling full. Any more food will make movement difficult.	你感觉自己肚子塞满了，再吃就走不动路了。	statusdesc_satiated02
Oversatiated	吃撑了	status_satiated03
You're feeling really full.	你感觉吃的相当饱。	statusdesc_satiated03
Terribly oversatiated	胀爆了	status_satiated04
You're feeling sickly full. Any more food might hurt you.	你感觉吃得太饱了。再吃下去真的会死人。	statusdesc_satiated04
Choking	噎着了	status_satiated05
You're feeling sickly full and choking.	你感觉撑爆了。	statusdesc_satiated05
Choking and bloated	又撑又胀	status_satiated06
You most certainly don't feel like eating more.	你确定自己绝对不要再吃了。	statusdesc_satiated06
Choking	噎着了	status_ingestion_damage
Any more food or drinking will hurt you.	再多吃多喝就会伤到自己。	statusdesc_ingestion_damage
Bursting at the seams	肚子撑破了	status_ingestion_exploding
You're feeling so full you might explode.	你吃得太撑了，感觉快要撑炸了。	statusdesc_ingestion_exploding
Mildly boozed	微醺	status_ingestion_alcoholic_00
You're feeling a little tipsy.	你有点醉了。	statusdesc_ingestion_alcoholic_00
Drunk	醉酒	status_ingestion_alcoholic_01
You drank too much.\nAiming is disturbed.	你喝太多了。\n瞄准受到了影响。	statusdesc_ingestion_alcoholic_01
Wasted	烂醉	status_ingestion_alcoholic_02
You drank way too much.\nAiming is disturbed.\nDrinking more will make you Poisoned	你喝高了。\n瞄准受到了影响。\n再继续喝就会中毒	statusdesc_ingestion_alcoholic_02
Wasted	断片	status_ingestion_alcoholic_03
You drank way too much.\nAiming is disturbed.\nDrinking more will give you brain damage	你喝高了。\n瞄准受到了影响。\n再继续喝就会造成脑损伤	statusdesc_ingestion_alcoholic_03
Brain Damage	脑损伤	status_brain_damage
Your aim is permanently disturbed.	你的瞄准受到了永久性的影响。	statusdesc_brain_damage
Tripping	恍惚	status_trip_00
You sense that something is off.	你感觉得到了解放。	statusdesc_trip_00
Tripping some	迷乱	status_trip_01
You feel in harmony with the magical forces.	你感受到了魔法的调谐。	statusdesc_trip_01
Heavily tripping	癫狂	status_trip_02
Maan, that colour smells interesting.	哇，那个颜色闻起来好有趣！	statusdesc_trip_02
Tripping balls	神志不清	status_trip_03
Usual concepts don't apply.	常识已经不再适用。	statusdesc_trip_03
Wormy vision	蠕虫视觉	status_nightvision
You're seeing things more clearly.	你看东西更加清晰了。	statusdesc_nightvision
Food poisoning	食物中毒	status_food_poisoning
You're feeling sick. Nothing stays inside.	你感到一阵恶心。吃下去的全吐出来了。	statusdesc_food_poisoning
Clumsy movement	步履蹒跚	status_ingestion_movement_slower
Movement is difficult.	难以移动	statusdesc_ingestion_movement_slower
Chilly	寒冷	status_ingestion_freezing
You're feeling cold inside. Movement is difficult.	你感到寒冷彻骨，移动很是艰难。	statusdesc_ingestion_freezing
Gassy	胀气	status_farts
You're feeling pressure inside.	你感到体内压力很大。	statusdesc_farts
Rain Curse	大雨诅咒	status_curse_cloud_00
You feel like there's a dark cloud hanging over you.	你感觉乌云笼罩在你的头上	statusdesc_curse_cloud_00
Thunder Curse	雷霆诅咒	status_curse_cloud_01
The weight of the cloud is almost unbearable. Your head hurts.	黑云压城城欲摧，头痛涔涔汗盈巾	statusdesc_curse_cloud_01
Acid Rain Curse	酸雨诅咒	status_curse_cloud_02
All the foul thoughts you have ever had wash over you.	你的邪念从你身上冲刷而过。	statusdesc_curse_cloud_02
Jarated	瓶手道	status_jarate
Wet clothes protect you from fire.\nYou sense an increased danger of receiving a critical hit.	潮湿的魔法斗篷使你免受火焰伤害。\n你感觉受到暴击伤害的危险在增加。	statusdesc_jarate
Polymorph immunity	变形免疫	status_protection_polymorph
You cannot be polymorphed.	你无法被变形。	statusdesc_protection_polymorph
Faster levitation	更快漂浮	status_faster_levitation
You levitate 75% faster.	上升速度提高 75%。	statusdesc_faster_levitation
World has been restored	世界已复原	ending_above_part_a
And everyone is much happier	大家都更加开心	ending_above_part_b
$0 x $1	$0 x $1	inventory_perks_many
Curse	诅咒	death_curse
, while polymorphed to $0	，变形为$0期间	death_polymorph
Speedy Creatures	快速生物	streamingevent_speedy_enemies
Nearby creatures move faster	附近的生物移动变快	streamingeventdesc_speedy_enemies
Protect Creatures	保护生物	streamingevent_protect_enemies
Nearby creatures temporarily block all incoming damage	附近的生物暂时不受任何外来伤害	streamingeventdesc_protect_enemies
Teleporting Creatures	传送生物	streamingevent_teleporting_enemies
Nearby creatures start teleporting around	附近的生物开始四处传送	streamingeventdesc_teleporting_enemies
Polymorph Creatures	变形生物	streamingevent_polymorph_enemies
Nearby creatures polymorph into random beings	附近的生物变形为随机的存在	streamingeventdesc_polymorph_enemies
Summon Friendly Ghosts	召唤友好幽灵	streamingevent_tiny_ghost_player
You get a few tiny ghost friends	你获得几个小幽灵伙伴	streamingeventdesc_tiny_ghost_player
Summon Hostile Ghosts	召唤敌对幽灵	streamingevent_tiny_ghost_enemy
Nearby creatures get tiny ghost friends	附近的生物获得小幽灵伙伴	streamingeventdesc_tiny_ghost_enemy
Homing for Hostiles	追杀	streamingevent_homing_enemy_projectiles
Nearby enemies' projectiles accelerate toward you	附近敌人的投射物会向你加速飞来	streamingeventdesc_homing_enemy_projectiles
Health Plus	生命增加	streamingevent_health_plus
You gain 80 HP	你获得 80 生命值	streamingeventdesc_health_plus
Health Minus	生命减少	streamingevent_health_minus
You lose 40 HP	你失去 40 生命值	streamingeventdesc_health_minus
Max Health Plus	最大生命增加	streamingevent_max_health_plus
You gain 50 maximum HP	生命值上限提升 50	streamingeventdesc_max_health_plus
Max Health Minus	最大生命减少	streamingevent_max_health_minus
You lose 25 maximum HP	生命值上限减少 25	streamingeventdesc_max_health_minus
Regeneration Field	再生领域	streamingevent_regeneration_field
You're given a regenerative field	你获得一个再生领域	streamingeventdesc_regeneration_field
Temporary Immortality	暂时无敌	streamingevent_protect_player
You become invincible for 1 minute	你无敌 1 分钟	streamingeventdesc_protect_player
Shielded Creatures	护盾生物	streamingevent_shield_enemies
All creatures gain a shield	所有生物均获得一面护盾	streamingeventdesc_shield_enemies
Friendly Shield	友方护盾	streamingevent_shield_player
You gain a shield	你获得一面护盾	streamingeventdesc_shield_player
Speedy Movement	快速移动	streamingevent_faster_player
You can move faster for a time	一段时间内可以移动更快	streamingeventdesc_faster_player
Slimy	粘液	streamingevent_slimy_player
Everyone gets covered in slime	每个人都覆盖一层粘液	streamingeventdesc_slimy_player
Shower	淋浴	streamingevent_wet_player
You get covered in water	你满身是水	streamingeventdesc_wet_player
Glisten	闪闪发亮	streamingevent_oiled_player
You get covered in oil	你满身是油	streamingeventdesc_oiled_player
Booze	酒气熏天	streamingevent_drunk_player
You become drunk	你喝醉了	streamingeventdesc_drunk_player
Drunk Creatures	醉酒生物	streamingevent_drunk_enemies
Nearby creatures become drunk	附近的生物喝醉了	streamingeventdesc_drunk_enemies
Spell Refresh	法术刷新	streamingevent_spell_refresh
Your spells are refreshed	你的法术刷新了	streamingeventdesc_spell_refresh
Sea of Random	随机之海	streamingevent_sea_of_x
A huge body of random liquid is summoned	召唤一大片随机液体	streamingeventdesc_sea_of_x
Sea of Water	水之海	streamingevent_sea_of_water
A huge body of water is summoned	召唤一大片的水	streamingeventdesc_sea_of_water
Sea of Oil	油脂之海	streamingevent_sea_of_oil
A huge body of oil is summoned	召唤一大片的油	streamingeventdesc_sea_of_oil
Sea of Lava	岩浆之海	streamingevent_sea_of_lava
A huge body of lava is summoned	召唤一大片的岩浆	streamingeventdesc_sea_of_lava
Boom!	轰！	streamingevent_nuke
Take cover!	快找掩体！	streamingeventdesc_nuke
Summon Worm	召唤蠕虫	streamingevent_spawn_worm
A huge worm appears	出现一条巨大的蠕虫	streamingeventdesc_spawn_worm
Summon Stevari	召唤神明	streamingevent_spawn_shopkeeper
Stevari appears	神明出现	streamingeventdesc_spawn_shopkeeper
Bouncy Spells	弹跳法术	streamingevent_bouncy_shots
Your projectiles become bouncy for a time	一段时间内，你的投射物可以弹跳	streamingeventdesc_bouncy_shots
Boomerang Spells	回旋的法术	streamingevent_boomerang_shots
Your projectiles home back to you for a time	一段时间内，你的投射物会飞回你自己	streamingeventdesc_boomerang_shots
Fizzle Spells	闪灭法术	streamingevent_fizzle
Your projectiles have a chance to fizzle out for a time	一段时间内，你的投射物一定几率闪灭	streamingeventdesc_fizzle
Explosive Spells	易爆法术	streamingevent_explosive_projectile
Your projectiles become explosive for a time	一段时间内，你的投射物变得易爆	streamingeventdesc_explosive_projectile
Armed Creature	武装敌人	streamingevent_give_wand_to_enemy
A nearby creature gets a random wand	附近的一个生物获得一支随机魔杖	streamingeventdesc_give_wand_to_enemy
New Wand	新魔杖	streamingevent_give_wand_to_player
A random wand appears	出现一支随机魔杖	streamingeventdesc_give_wand_to_player
Remove Liquids	移除液体	streamingevent_remove_liquid
All nearby liquids disappears	附近的所有液体消失	streamingeventdesc_remove_liquid
Remove Ground	移除地面	streamingevent_remove_ground
All nearby solid ground disappears	附近的所有坚实地面消失	streamingeventdesc_remove_ground
Rage	暴怒	streamingevent_berserk
Everyone becomes berserk	全体狂暴	streamingeventdesc_berserk
Fireball Thrower	火球发射器	streamingevent_fireball_thrower_player
You start spewing fireballs for a time	一段时间内，你开始喷吐火球	streamingeventdesc_fireball_thrower_player
Fireball Thrower Creatures	火球发射器生物	streamingevent_fireball_thrower_enemies
Creatures start spewing fireballs for a time	一段时间内，生物开始喷吐火球	streamingeventdesc_fireball_thrower_enemies
Loot!	战利品！	streamingevent_spawn_chest
A chest appears!	出现一个宝箱！	streamingeventdesc_spawn_chest
Giga Sawblades Everywhere	到处都是巨型圆锯	streamingevent_transform_giga_discs
For a time, all projectiles become giant sawblades(!)	一段时间内，所有投射物都变成巨大锯刃(!)	streamingeventdesc_transform_giga_discs
Nukes Everywhere	到处都是核弹	streamingevent_transform_nukes
All airborne projectiles become nukes(!!!)	所有飞行中投射物都变成核弹(!!!)	streamingeventdesc_transform_nukes
Treasure Rain	财宝雨	streamingevent_rain_gold
It's raining gold	天降黄金	streamingeventdesc_rain_gold
Barrel Rain	爆桶之雨	streamingevent_rain_barrel
Barrels and other explosives appear out of thin air	天降爆桶和其他爆炸物	streamingeventdesc_rain_barrel
Hiisi Rain	席西之雨	streamingevent_rain_hiisi
A bunch of Hiisi appear out of thin air	一堆席西凭空出现	streamingeventdesc_rain_hiisi
Worm Rain	蠕虫之雨	streamingevent_rain_worm
Worms appear out of thin air	蠕虫凭空出现	streamingeventdesc_rain_worm
Potion Rain	魔药之雨	streamingevent_rain_potion
Potions appear out of thin air	魔药凭空出现	streamingeventdesc_rain_potion
Bomb Rain	炸弹之雨	streamingevent_rain_bomb
Bombs appear out of thin air	炸弹凭空出现	streamingeventdesc_rain_bomb
Personal Gravity Field	专属重力领域	streamingevent_gravity_player
You attract projectiles for a while	一段时间内，你会吸引投射物	streamingeventdesc_gravity_player
Creature Gravity Field	生物重力领域	streamingevent_gravity_enemies
Creatures start attracting projectiles for a while	一段时间内，生物会吸引投射物	streamingeventdesc_gravity_enemies
Portal to East	前往“东方”的传送门	streamingevent_portal_east
A portal leading somewhere far away	通往遥远之处的传送门	streamingeventdesc_portal_east
Portal to Surface	前往“地表”的传送门	streamingevent_portal_beginning
A portal leading to the surface	通往地表的传送门	streamingeventdesc_portal_beginning
Portal to Some Place	前往“某个地方”的传送门	streamingevent_portal_random
A portal leading somewhere	通往某处的传送门	streamingeventdesc_portal_random
Slow Creatures	缓慢生物	streamingevent_slow_enemies
Creatures slow down	生物速度变慢	streamingeventdesc_slow_enemies
Slowdown	缓慢	streamingevent_slow_player
You slow down	你的速度变慢	streamingeventdesc_slow_player
Water Trail	清水轨迹	streamingevent_trail_water
Your projectiles leave a trail of water	你的投射物留下清水轨迹	streamingeventdesc_trail_water
Oil Trail	油液轨迹	streamingevent_trail_oil
Your projectiles leave a trail of oil	你的投射物留下油液轨迹	streamingeventdesc_trail_oil
Acid Trail	酸液轨迹	streamingevent_trail_acid
Your projectiles leave a trail of acid	你的投射物留下酸液轨迹	streamingeventdesc_trail_acid
Fire Trail	火焰轨迹	streamingevent_trail_fire
Your projectiles leave a trail of fire	你的投射物留下火焰轨迹	streamingeventdesc_trail_fire
Lava Trail	岩浆轨迹	streamingevent_trail_lava
Your projectiles leave a trail of lava	你的投射物留下岩浆轨迹	streamingeventdesc_trail_lava
Poison Trail	毒素轨迹	streamingevent_trail_poison
Your projectiles leave a trail of poison	你的投射物留下毒素轨迹	streamingeventdesc_trail_poison
Gunpowder Trail	火药轨迹	streamingevent_trail_gunpowder
Your projectiles leave a trail of gunpowder	你的投射物留下火药轨迹	streamingeventdesc_trail_gunpowder
Alcohol Trail	酒精轨迹	streamingevent_trail_alcohol
Your projectiles leave a trail of alcohol	你的投射物留下酒液轨迹	streamingeventdesc_trail_alcohol
Trip	旅行	streamingevent_player_trip
You trip out	你想去旅行	streamingeventdesc_player_trip
Transmutation	转化	streamingevent_transmutation
Nearby materials transmute into acid for some time	一段时间内，附近的材料转化为酸液	streamingeventdesc_transmutation
Bullet Time	子弹时间	streamingevent_slow_bullets
Projectiles slow down heavily	投射物速度变得很慢	streamingeventdesc_slow_bullets
Projectile Gravity	投射物重力	streamingevent_gravity
Your projectiles gain extra gravity	你的投射物获得额外的重力	streamingeventdesc_gravity
Projectile Antigravity	投射物反重力	streamingevent_antigravity
Your projectiles gain antigravity	你的投射物获得反重力	streamingeventdesc_antigravity
The air feels extremely humid	空气极度潮湿	biomemodifierdesc_moist
A mysterious darkness lingers in this place	神秘的黑暗笼罩在这里	biomemodifierdesc_fog_of_war_reappears
The air smells ionized	空气像是被电离了	biomemodifierdesc_conductive
The air feels freezing	空气寒冷刺骨	biomemodifierdesc_freezing
The air feels dry and hot	空气又干又热	biomemodifierdesc_hot
The air feels dry	空气很是干燥	biomemodifierdesc_dry
The floors look bouncy	地面看起来富有弹性	biomemodifierdesc_bouncy
You sense lucrative opportunities	你嗅到了一丝财宝的气息	biomemodifierdesc_gold_vein
You sense extremely lucrative opportunities	你察觉到这里充满了珠光宝气	biomemodifierdesc_gold_vein_super
Something is not right here	你感觉这里有些不太对劲	biomemodifierdesc_corrupted
Where did all this water come from?	这些水是从哪里来的？	biomemodifierdesc_flooded
There's a smell of gas in the air	空气中有股瓦斯的气味	biomemodifierdesc_gas_glooded
The air smells toxic	这里弥漫着毒气	biomemodifierdesc_toxic
The air smells vulcanic	空气中有股硫磺的气味	biomemodifierdesc_vulcanous
A terrible chill runs down your spine	你感到不寒而栗，毛骨悚然...	biomemodifierdesc_haunted
The air smells of rats	空气中有股老鼠的气味	biomemodifierdesc_rat_infested
The air smells of worms	空气中有股蠕虫的气味	biomemodifierdesc_worm_infested
There's a spirit of Ancient Art in the air	空气中充满古老艺术的灵气	biomemodifierdesc_alchemic
You feel a sense of peace	你感觉心平气和	biomemodifierdesc_peaceful
You feel there's a special route nearby	你察觉到附近有一条密道	biomemodifierdesc_portal_upwards
You feel there's a special route nearby	你察觉到附近有一条密道	biomemodifierdesc_portal_downwards
No wands	不使用魔杖	reward_nowands
Almost a pacifist	几乎是个和平主义者	reward_almostpacifist
Abstained from wand tinkering	不修改魔杖	reward_notinkeringofwands
The Mighty Foot	强健大脚	reward_kicksonly
You've played the daily. Try again tomorrow.	你今天已经玩过每日挑战模式了。明日再来吧。	gamemode_dailyrun_desc_played
You already had your chance at the daily run. Try again tomorrow.	你已经用过每日挑战模式的机会了。明天再来试试吧。	gamemode_dailyrun_desc_played2
You already had your chance. Try again tomorrow.	你的机会已经用过了。明天再来试试吧。	gamemode_dailyrun_desc_played3
Revenge bullets	复仇子弹	perk_revenge_bullet
Enemies that hurt you with projectiles have their projectiles shot back at them.	用投射物伤害你的敌人会受到投射物的回射。	perkdesc_revenge_bullet
Your greed will haunt you wherever you go...	无论你的去往何地，你的贪婪将永远纠缠着你...	logdesk_curse_ghost
Your greed sticks to you like tar...	你的贪婪纠缠着着你，如蛆附骨，如影随行...	logdesk_curse_permaoil
Your greed weighs you down heavily...	你的贪婪让你疲惫...	logdesk_curse_nofly
Your greed makes others dislike you...	你的贪婪让别人不喜欢你...	logdesk_curse_strongenemies
Your greed makes you overly hasty...	你的贪婪让你过于草率...	logdesk_curse_keepmoving
Curse of greed!	贪婪诅咒！	log_curse
Seek refreshment to cure the curse.	寻找恢复以治愈诅咒。	log_curse_info
You gain additional gold while the curse is active.	诅咒生效期间，你会获得额外的黄金。	log_curse_reward
The air trembles!	空气在震动！	log_curse_secret
Ancient alchemists sought to utilize even the power of a curse...	古代炼金术士甚至会利用诅咒的力量...	logdesc_curse_secret
Maadoittajamestari	中和法师	animal_wizard_neutral
Octuple spell	八重施法	action_burst_8
Simultaneously cast 8 spells	同时施放 8 个法术	actiondesc_burst_8
Broken spell	损坏的法术	action_broken_spell
A malfunctioning spell	一个失灵的法术，需要修复才能使用	actiondesc_broken_spell
Summon portal	召唤传送门	action_summon_portal
Summons a strange portal	召唤一个奇特的传送门，只有将所有佛法加持于心中之人才能打开它	actiondesc_summon_portal
Unstable portal	不稳传送门，施放位置不对	teleport_strange_unstable
Stable portal	稳定传送门	teleport_strange_stable
The spell is mended	法术得到了修复	log_repair_spell
The wand is mended	魔杖得到了修复	log_repair_wand
Please turn on Online features to play this mode.	请开启在线功能以游玩这个模式。	gamemode_dailyrun_desc_offline
Connection failed.	连接失败。	gamemode_dailyrun_desc_connection_failed
frog meat	蛙肉	mat_meat_frog
Welcome to Noita 1.0!\nNoita used be an Early Access game, so we want to send a huge thank you to all of you\nwho played Noita during its first year. Your feedback has been invaluable!\nAnd to all the new Noita players... Welcome and best of luck!\n- Devs\n	欢迎游玩《Noita》1.0 版！\n《Noita》曾经是“抢先体验”游戏，我们想要向在推出的第一年间游玩《Noita》的各位表示真挚的谢意。\n你们的反馈弥足珍贵。\n而对于新加入的《Noita》玩家...欢迎你们，祝你们游玩中幸运常在！\n- 开发团队\n	menureleasenotes_noita10
Truest of Knowledge	最真切的知识	item_mcguffin_14
Was it worth it?	它值得吗？	itemdesc_mcguffin_14
Angry ghost	愤怒幽灵	perk_angry_ghost
An angry spirit comes to your aid, copying your spells.	一个愤怒的精魂来帮助你，复制你的法术。	perkdesc_angry_ghost
Neutralized spells	无效化法术	effect_neutralized
Projectile spells you cast short-circuit.	你施放的投射物法术会短路。	effectdesc_neutralized
You were warned!	警告过你了！	log_all_spells
One does not escape quite so easily!	没可能这么简单就逃脱的！	logdesc_all_spells
Refreshing gourd	提神的葫芦	perk_gourd
Just a nice gourd.	不过一个漂亮的葫芦。	perkdesc_gourd
Gas fire	气体自燃	perk_gas_fire
Gases near you ignite automatically.	你附近的气体会自动点燃。	perkdesc_gas_fire
Projectile duplication	复制法术	perk_spell_duplication
Your projectile spells have a chance to duplicate, but you're more vulnerable to projectile damage	你的投射物法术一定几率复制，但你更容易受到投射物伤害。	perkdesc_spell_duplication
Faster wands	加强魔杖	perk_faster_wands
All wands you're currently carrying gain a bonus to their cast delay & reload time.	目前持有的所有魔杖获得施放延迟和充能时间的加成。	perkdesc_faster_wands
Uh oh!	哎呀妈呀！	log_surprise
What did you do???	你到底做了什么？？？	logdesc_surprise
Refreshing gourd	提神的葫芦	item_gourd
Can be thrown to deal damage. Upon breaking, releases a refreshing aura.	可投掷以造成伤害。破裂时放出一个活力之环。	itemdesc_gourd
You can configure the enabled events here after entering the game.\n(The game will remember the settings.)	可在进入游戏后于此配置启用的事件。\n（游戏会记忆设置。）	menu_streaming_eventliststartnewgame
Type: $0	类型：$0	menu_streaming_eventkind
Author: $0	作者：$0	menu_streaming_eventauthor
Please enable at least four events\nvia the Streaming options menu!	请通过串流选项菜单\n启用至少四个事件！	streaming_integration_toofeweventsenabled
Nothing	无	streamingevent_nothing
Nothing happens.	什么都没有发生。	streamingeventdesc_nothing
Improve wands	改进魔杖	streamingevent_improve_wands
All wands in your vicinity get slightly better stats	你附近的所有魔杖数值略微提升	streamingeventdesc_improve_wands
Weaken wands	削弱魔杖	streamingevent_weaken_wands
All wands in your vicinity get slightly worse stats	你附近的所有魔杖数值略微降低	streamingeventdesc_weaken_wands
weak brickwork	脆弱的砖块	mat_templebrick_weak
unstable polymorphine	不稳变形魔药	mat_magic_liquid_unstable_polymorph
unstable teleportatium	不稳传送魔药	mat_magic_liquid_unstable_teleportation
unstable healthium	不稳再生魔药	mat_magic_liquid_unstable_hp_regeneration
unstable berserkium	不稳狂暴魔药	mat_magic_liquid_unstable_berserk
unstable pheromone	不稳魅惑魔药	mat_magic_liquid_unstable_charm
unstable invisiblium	不稳隐形魔药	mat_magic_liquid_unstable_invisibility
Linear arc	线性路径	action_line_arc
Makes a projectile fly only in cardinal or diagonal lines	令投射物仅能以横竖和对角线飞行	actiondesc_line_arc
Phasing	相位穿越	perk_orbit
Projectiles seemingly phase through you.	投射物似乎会以相位形式穿越你。	perkdesc_orbit
An angry spirit comes to your aid, copying nearby spells and projectiles.	一个愤怒的精魂来帮助你，复制附近的法术和投射物。	perkdesc_angry_ghost
Curse of Greed	贪婪的诅咒	greed_curse_damage
Kills to mana	化尸为魔	perk_mana_from_kills
Every time an enemy near you dies, you release mana-recharging liquid.	每次你附近的敌人死亡时，你会释放出补充法力的液体。	perkdesc_mana_from_kills
Summon S?dekivi	召唤光石	perk_mega_laser
You will gain a curious artefact	你获得一件奇特的神器	perkdesc_mega_laser
Food clock	食物时钟	perk_foodclock
Being well nourished is good for you	吃得倍儿香，身体倍儿棒	perkdesc_foodclock
You feel hungry	你觉得饿了	log_hungry
You are starving	你饿扁了	log_starving
Shower	淋浴	streamingevent_wet_player
A raincloud spawns on you	你的头顶出现了一片乌云	streamingeventdesc_wet_player
Glisten	油光华亮	streamingevent_oiled_player
A cloud of oil spawns on you	你的头顶出现了一片油云	streamingeventdesc_oiled_player
Infinite lifetime	无限存在时间	action_lifetime_infinite
Makes a projectile last forever, but also makes it hurt you	令投射物一直存在，但同时也会令其能够伤害到你	actiondesc_lifetime_infinite
Oil cloud	油云	action_cloud_oil
Creates a rain of oil	产生一阵油液之雨	actiondesc_cloud_oil
Hide vote counts during voting: $0	投票期间隐藏投票计数：$0	menu_streaming_hidevotecounts
Position UI to the left side of the screen: $0	将 UI 置于画面左侧：$0	menu_streaming_uiposleft
EXPERIMENTAL: UI might sometimes look funny	实验性：UI 的表现可能怪异	menu_streaming_uiposleft_hint
The key listens...	钥匙聆听着...	log_alchemist_key_alt_first
It's taking in the music.	它正在吸收音乐能量。	logdesc_alchemist_key_alt_first
The key has taken in the full song	钥匙吸收了整首曲子	log_alchemist_key_alt_second
It's ready.	它准备好了。	logdesc_alchemist_key_alt_second
The chest opens!	宝箱开了！	log_alchemist_key_alt_reward
But the key might have other stories to tell...	但是钥匙或许还有别的故事要讲...	logdesc_alchemist_key_alt_reward
Ghost of Greed	贪婪幽灵	animal_greed_ghost
Eternal Wealth	永恒财富	item_essence_greed
You gain more gold but a curse will haunt you	你获得更多的黄金，但诅咒会纠缠着你	itemdesc_essence_greed
You feel that the curse has disappeared	你感觉诅咒消失了	log_greed_curse_away
But for how long?	但是，会持续多久呢？	logdesc_greed_curse_away
Fool's gold	愚人的黄金	mat_templebrick_golden_static
Hall of Wealth	财富殿堂	biome_greed_room
The curse returns!	诅咒回来了！	log_greed_curse_back
Cosmetic particle amount	装饰粒子数量	menuoptions_cosmeticparticlecoeff
Particle amount will be reduced at this rate if there are lots of particles	如果存在许多粒子，粒子数量将以此数额进行削减	menuoptions_cosmeticparticlecoeff_hint
Inventory hover box animations: $0	物品栏悬浮框动画：$0	menuoptions_ui_snappy_hover_boxes
It smells like soil after rain	闻起来好像雨后泥土的气味	biomemodifierdesc_plant_infested
You can hear the sounds of machinery	你能听到机械的声响	biomemodifierdesc_mechanical
It feels cozy in here	这里让你感觉很舒适	biomemodifierdesc_furnished
You feel wary	这里让你感到不安	biomemodifierdesc_booby_trapped
It feels roomy in here	这里感觉很宽敞	biomemodifierdesc_perforated
You can hear faint sounds of construction	你能听到微弱的建筑声响	biomemodifierdesc_tunneled
You can hear Hiisi grunts from the distance	你能听到远处席西军团的咕哝声	biomemodifierdesc_hiisi_invasion
You can hear someone clanging on metal pipes	你能听到有人敲击金属管道的声音	biomemodifierdesc_pipes
The hair in the back of your neck stands up	你的后背发凉，汗毛直竖	biomemodifierdesc_spooky
It feels like your head is spinning	你晕头转向	biomemodifierdesc_twisted
You feel cheery	你感觉愉快	biomemodifierdesc_cheery
It feels ominous in here	你有种不祥的预感	biomemodifierdesc_ominous
Diamond brickwork	钻石砖块	mat_templebrick_diamond_static
The chest opens again	宝箱又打开了	log_alchemist_chest_opened_alt
It still remembers the song.	它还记得那支曲子。	logdesc_alchemist_chest_opened_alt
S?hki?	雷霆头颅	animal_thunderskull
Coral chest	珊瑚宝箱	item_chest_light
S?dekivi	光石	item_mega_beam_stone
This artefact has a picture of a celestial beam.	这件神器上有着光束从天而降的画面。	itemdesc_mega_beam_stone
You feel like you should move...	你感觉是时候动身了...	log_beam_stone
Something terrible is going to happen	可怕之事即将发生	logdesc_beam_stone
plasma beam	电浆束	damage_plasmabeam
The air feels hot	空气很是炎热	biomemodifierdesc_hot
spider meat	蜘蛛肉	mat_meat_spider
spider blood	蜘蛛血	mat_blood_spider
frog blood	蛙血	mat_blood_frog
HIGHLIGHTS:\nNew Daily Practice Run game mode.\nTwitch integration - let stream viewers make your game even more more chaotic.\nBiome modifiers - biomes are sometimes a bit different from the usual form.\nSome biomes have simulated temperature effects.\nLots of gameplay and UI tweaks and additions.\nVisual and audio enhancements.\nNew spells, perks, enemies, materials, secrets, sounds and more.\nOver 15 new music music tracks: Underground Jungle, Vault, Temple of the Art and more.\nPerformance optimizations and bug fixes.\nOptions menu overhaul.	重点内容：\n完全汉化mod现已同步更新！新增了怪物汉化\n全新每日练习游戏模式。\nTwitch 集成 - 令直播观众可将你的游戏变得更加混乱。\n生态系修饰 - 生态系有时与普通形式略有不同。\n部分生态具有模拟的温度效果。\n多种游戏玩法和 UI调整，追加多样内容。\n视觉和音频增强。\n全新法术、天赋、敌人、材料、秘密、声音等。\n超过 15 首全新曲目：《Underground Jungle》、《Vault》、《Temple of the Art》等。\n性能优化和错误修复。\n选项菜单完全制。	release_notes_10_highlights
We HIGHLY recommend that you don't try to load pre-1.0 saves. Everything will be broken and the gods will most definitely be angry. 	我们强烈建议您不要尝试载入 1.0 版之前的存档。存档内容将会损坏，“神明”定会为此震怒。	continue_10_warning
RELEASE NOTES	发行说明	release_notes_title
Unknown	未知	menuoptions_configurecontrols_keyname_unknown
Unbound	未绑定	menuoptions_configurecontrols_action_unbound
